,summary,url
40,Документ описывает процесс обновления ключа шифрования для уведомлений на сервер из магазина приложений RuStore. Процедура предполагает использование RuStore Консоли для выполнения необходимых шагов.,https://www.rustore.ru/help/developers/monetization/payment-callback/update-key
41,"Документация разработчиков RuStore содержит информацию о монетизации приложений, включая разделы о монетизации для юрлиц, самозанятых и нерезидентов, создании подписок и управлении платежами. Также предоставлены инструкции по тестированию платежей в sandbox режиме.",https://www.rustore.ru/help/developers/monetization/sandbox/
42,Инструкция по отключению тестового режима в RuStore Консоль после завершения тестирования платежей. Включение реальных покупок в приложении и сохранение всех платежей в истории. Тестовые подписки отключаются автоматически после 12 списаний.,https://www.rustore.ru/help/developers/monetization/sandbox/disable-test-mode
43,Текст описывает процесс включения тестового режима для тестирования платежей в приложении. Владелец приложения должен использовать RuStore SDK и RuStore версии 1.29 для тестирования. Тестовый режим позволяет владельцу приложения исследовать покупки до публикации новой версии. Для включения тестового режима необходимо активировать его в RuStore Консоли и добавить себя в список тестировщиков. Функциональность тестового режима позволяет совершать тестовые покупки в приложении без публикации товаров для конечных пользователей.,https://www.rustore.ru/help/developers/monetization/sandbox/enable-test-mode
44,"Документация разработчиков RuStore предоставляет информацию о тестовых банковских картах для проверки оплаты покупок. Номер тестовой карты, данные ECI, CVC/CVV, срок действия и код подтверждения представлены для успешной оплаты.",https://www.rustore.ru/help/developers/monetization/sandbox/test-bank-cards
45,"Текст описывает процесс тестирования платежей в мобильных приложениях с помощью RuStore SDK. Для тестирования необходимо включить тестовый режим, авторизоваться через VK ID, совершить покупку в приложении с использованием тестовой карты и проверить успешность платежа. В случае возникновения проблем, предлагается обратиться в техническую поддержку. При включенном режиме тестирования доступны специальные методы SDK для работы с тестовыми покупками. С помощью API-запросов можно получить данные о тестовых платежах и подписках, а также проверить статус подписки.",https://www.rustore.ru/help/developers/monetization/sandbox/testing
46,"Текст описывает возможность приёма платежей в приложении без установки RuStore. Пользователи могут оплачивать покупки и подписки, не имея RuStore на устройстве. Для этого необходимо использовать SDK платежей версии 6.0.0 и выше, а также произвести определённые доработки в приложении. Преимущества включают увеличение выручки и привлечение аудитории.",https://www.rustore.ru/help/developers/monetization/without-rustore-app
47,Документ предоставляет инструкции по публикации и проверке приложений в RuStore.,https://www.rustore.ru/help/developers/publishing-and-verifying-apps/
48,"Текст содержит информацию о возрастных ограничениях для приложений, опубликованных в RuStore. Ограничения помогают пользователям понять, содержит ли приложение контент, не предназначенный для определенной возрастной группы. Для указания возрастного ограничения необходимо выбрать соответствующий вариант при публикации приложения или его обновлении.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/age-restrictions
49,"Документ описывает процесс публикации приложений в магазине RuStore. Пользователю предлагается зарегистрироваться в Консоли RuStore, добавить приложение, указать информацию о нем и загрузить версию приложения. Различаются требования к загрузке файлов APK и AAB, а также указаны шаги по добавлению новых версий приложений. Статья также содержит информацию о добавлении описания об изменениях, категорий приложений, возрастных ограничений и медиафайлов для каталога.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/
50,"Документ представляет подробное руководство по добавлению приложения для устройства ТВ в RuStore. Описывается необходимость указания типа устройства при публикации, процесс добавления приложения и заполнения информации о нем, а также настройка публикации и отправка на модерацию. В конце предоставляется контактная информация службы поддержки для возможных вопросов.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/adding-an-app-for-a-tv-device
51,"Текст содержит информацию об использовании подписей APK-файлов в магазине RuStore для идентификации автора приложения. Описано, что каждый APK-файл должен быть подписан цифровым сертификатом, и объяснено, как Android проверяет версии приложений. Также уточняется, что при загрузке приложения в формате AAB, подпись приложения загружается отдельно. При наличии собственной подписи необходимость использования подписи с Google Play не обязательна.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/apk-signature
52,"Документация по публикации приложений для ОС Аврора на RuStore. Инструкции по добавлению и загрузке приложений, требования к файлам RPM, проверка подписи APK и другие сведения для разработчиков.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/app-publication-aurora/
53,"Сертификат разработчика для ОС Аврора необходим для подписи установочных пакетов приложений, идентифицирует поставщиков ПО и защищает устройства от нежелательных приложений. Для подачи заявки на сертификат необходимо загрузить файл с csr-запросом, указать e-mail адрес и согласиться с условиями. После отправки заявки и обработки вы получите файл-сертификат для подписи приложений.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/app-publication-aurora/dev-certificate/
54,"Этот текст представляет собой навигационное меню документации для разработчиков на русском языке, содержащее информацию о публикации и проверке приложений, монетизации, рекламе, инструментах, статистике, авторизации через VK ID, проверке подписи APK и других темах. В конце представлена информация о генерации файла-запроса на сертификат для сертификата разработчика для ОС Аврора.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/app-publication-aurora/dev-certificate/generate-csr
55,"Инструкция по удалению карточки приложения в RuStore. Для удаления карточки необходимо зайти в Консоль RuStore, выбрать нужное приложение и следовать указанным шагам. Удаление возможно только при условии, что ни одна из версий приложения не была отправлена на модерацию.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/card-delete
56,"Написано как выбрать регион для публикации приложения в магазине RuStore, предоставляются полезные советы.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/choose-region
57,"Текст содержит информацию о публикации и проверке приложений в магазине RuStore, включая процесс загрузки новой версии приложения.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/new-version-app
58,"Настройка публикации приложения в RuStore: автоматическая, ручная, отложенная, поэтапная.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication
59,"Документ описывает возможность отложенной публикации версии приложения в RuStore. Пользователь может установить дату и время публикации новой версии приложения, которая будет автоматически опубликована в указанное время. Текст содержит инструкции по управлению публикацией при загрузке новой версии или во время и после модерации приложения.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/delayed-publication
60,"Текст содержит инструкции по настройке автоматической и ручной публикации приложений в магазине RuStore. Автоматическая публикация позволяет опубликовать версию приложения после прохождения модерации, в то время как ручная публикация требует дополнительных действий со стороны разработчика.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/instant-app-publishing
61,"Текст описывает возможность поэтапной публикации приложений в RuStore, позволяющую выбирать процент пользователей, на которых будет доступно обновление приложения. Это помогает оперативно выявлять ошибки и проблемы. Описаны шаги управления публикацией при загрузке новой версии приложения, во время модерации и после нее.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/setting-up-publication/step-by-step-publication
62,"Текст описывает процесс тестирования приложений в RuStore Консоли. Тестирование проводится в два этапа: в RuStore Консоли и с помощью привлеченных пользователей на платформе RuStore. На этих этапах можно загружать и тестировать только приложения в формате APK. Приложение должно иметь хотя бы одну опубликованную версию перед загрузкой альфа-версии для закрытого тестирования. В тексте также описывается процедура загрузки версии приложения для тестирования, добавление тестировщиков и завершение тестирования. После модерации версия приложения будет опубликована в магазине приложений RuStore.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/testing
63,"Текст содержит информацию о загрузке приложений в формате AAB (Android App Bundle) в RuStore Консоль. Для этого необходимо загрузить подпись приложения в формате PEM и ZIP-архив с подписью приложения. Разработчик подписывает файл AAB ключом загрузки, а затем загружает сборку в RuStore, который подтверждает личность разработчика с помощью сертификата ключа загрузки. В результате RuStore формирует APK-файлы из AAB-файла и подписывает их каждый отдельным ключом подписи приложения. Пользователи могут загружать из RuStore подписанные APK-файлы.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/app-publication/upload-aab
64,RuStore дает рекомендации по ASO для повышения видимости приложений. Рейтинг и число установок - главные факторы влияния на позиции в списках и поиске. Разработчику важно активно взаимодействовать с пользователями и избегать накруток для успешного продвижения приложения.,https://www.rustore.ru/help/developers/publishing-and-verifying-apps/aso-recommendations
65,Текст представляет собой инструкцию по выбору категории приложения для загрузки в RuStore. В тексте содержится общая информация о каждой категории и примеры. Важно изучить список категорий перед выбором категории для загрузки и отправки на модерацию.,https://www.rustore.ru/help/developers/publishing-and-verifying-apps/category
66,Руководство по сбору HAR-логов в RuStore для диагностики проблем загрузки веб-страниц и оптимизации сайта.,https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/
67,"Данный текст представляет собой список разделов документации для разработчиков, связанных с публикацией и проверкой приложений, монетизацией, рекламой, инструментами, статистикой и другими темами. Объясняется, как собрать HAR-логи в браузере Mozilla Firefox.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/firefox
68,"Документация для разработчиков RuStore включает в себя информацию о публикации и верификации приложений, монетизации, рекламе и продвижении, инструментах разработки, статистике, а также рекомендации по использованию HAR-логов в Google Chrome.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/google-chrome
69,"Документация предоставляет информацию о том, как собрать HAR-логи с помощью Internet Explorer для RuStore.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/internet-explorer
70,"На данной странице представлена информация о сборе логов в Microsoft Edge, включая формат HAR и RuStore Консо.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/microsoft-edge
71,"Для сбора HAR-логов в браузере Opera необходимо выполнить несколько шагов, включая открытие инструментов разравотчика, настройку параметров записи и сохранение логов в указанную папку. Также доступна возможность сбора консольных логов через аналогичный процесс.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/opera
72,"Статья о том, как собирать HAR-логи и консольные логи в браузере Safari для пользователей RuStore. Руководство по шагам, включая выбор нужных опций в меню разработчика и сохранение логов в указанной папке.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/collect-har-logs/safari
73,"Данная страница предоставляет мастер-класс по работе с негативными отзывами в приложении RuStore. Важно корректно отвечать на отзывы пользователей, чтобы изменить их мнение о приложении в лучшую сторону. Советы включают избегание односложных ответов, использование неофициального тон, понимание чувств пользователя и предоставление помощи.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/dealing-negative-reviews
74,"Документация RuStore содержит информацию для пользователей и разработчиков о работе с магазином приложений, SDK и API. Она включает в себя сценарии использования, руководства по началу работы, созданию аккаунта разработчика, публикации и проверке приложений, включая декларацию разрешений и их категории.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/declare-app-permissions/
75,"Данный текст представляет собой навигационное меню с различными разделами документации для пользователей и разработчиков RuStore. Включены ссылки на различные руководства, инструкции по работе с API и SDK RuStore, а также информацию о документировании приложений и их разрешениях.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/declare-app-permissions/data-categories
76,"Текст содержит ссылки на документацию пользователей и разработчиков, а также на SDK и API RuStore. В документации разработчиков описывается процесс публикации и проверки приложений, включая объявление разрешений.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/declare-app-permissions/how-to-declare-permissions
77,"Текст содержит ссылки на документацию для пользователей и разработчиков, SDK и API RuStore, сценарии использования на русском и английском языках, а также информацию о начале работы, аккаунте разработчика и публикации приложений.",https://www.rustore.ru/help/developers/publishing-and-verifying-apps/declare-app-permissions/permission-types
